-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-17, -75
-12, -76
-12, -76
-12, -76
-12, -76
-12, -76
-12, -76
-12, -76
-12, -76
9, -61
9, -61
9, -61
9, -61
9, -61
9, -61
9, -61
9, -61
7, -43
7, -43
7, -43
7, -43
7, -43
7, -43
7, -43
7, -43
-7, -41
-7, -41
-7, -41
-7, -41
-7, -41
-7, -41
-7, -41
-7, -41
-12, -34
-12, -34
-12, -34
-12, -34
-12, -34
-12, -34
-12, -34
-12, -34
6, -32
6, -32
6, -32
6, -32
6, -32
6, -32
6, -32
6, -32
10, -17
10, -17
10, -17
10, -17
10, -17
10, -17
10, -17
10, -17
-6, -17
-6, -17
-6, -17
-6, -17
-6, -17
-6, -17
-6, -17
-6, -17
-16, -9
-16, -9
-16, -9
-16, -9
-16, -9
-16, -9
-16, -9
-16, -9
4, -15
4, -15
4, -15
4, -15
4, -15
4, -15
4, -15
4, -15
7, -6
7, -6
7, -6
7, -6
7, -6
7, -6
7, -6
7, -6
-4, 1
-4, 1
-4, 1
-4, 1
-4, 1
-4, 1
-4, 1
-4, 1
-12, -4
-12, -4
-12, -4
-12, -4
-12, -4
-12, -4
-12, -4
-12, -4
2, -9
2, -9
2, -9
2, -9
2, -9
2, -9
2, -9
2, -9
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-8, -116
-5, -31
-5, -31
-5, -31
-5, -31
-5, -31
-5, -31
-5, -31
-5, -31
4, 51
4, 51
4, 51
4, 51
4, 51
4, 51
4, 51
4, 51
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
-2, 127
1, 116
1, 116
1, 116
1, 116
1, 116
1, 116
1, 116
1, 116
5, 119
5, 119
5, 119
5, 119
5, 119
5, 119
5, 119
5, 119
9, 111
9, 111
9, 111
9, 111
9, 111
9, 111
9, 111
9, 111
-13, 121
-13, 121
-4, 46
-4, 46
-4, 46
-4, 46
-4, 46
-4, 46
-4, 46
-4, 46
-4, 46
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
10, -31
3, -91
3, -91
3, -91
3, -91
3, -91
3, -91
3, -91
3, -91
-9, -102
-9, -102
-9, -102
-9, -102
-9, -102
-9, -102
-9, -102
-9, -102
-13, -89
-13, -89
-13, -89
-13, -89
-13, -89
-13, -89
-13, -89
-13, -89
2, -79
2, -79
2, -79
2, -79
2, -79
2, -79
2, -79
2, -79
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-10, -78
-9, -69
-9, -69
-9, -69
-9, -69
-9, -69
-9, -69
-9, -69
-9, -69
9, -49
9, -49
9, -49
9, -49
9, -49
9, -49
9, -49
9, -49
-8, -52
-8, -52
